Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
268825,"""PROMYK"" PUNKT PRZEDSZKOLNY",14,1463,1463011,972750,9095,MAZOWIECKIE,Radom,Radom,ul. Komunalna,21,,Radom ul. Komunalna 21 ,26-600,660752662,promyk@docelu.radom.pl,,niepubliczna,Dzieci lub młodzież,ANITA CZYŻEWSKA-CIELECKA,14
272486,"""PTASIE RADIO"" W ROKIETNICY",30,3021,3021132,594117,27438,WIELKOPOLSKIE,poznański,Rokietnica,ul. Trakt Napoleoński,20,,poznański ul. Trakt Napoleoński 20 ,62-090,576075519,biuro@ptasie-radio.com.pl,www.ptasie-radio.com.pl,publiczna,Dzieci lub młodzież,KATARZYNA PIECHOTA,249
478965,"""PUNKT PRZEDSZKOLNY NR 2"" PRZY SZKOLE PODSTAWOWEJ IM. KONSTYTUCJI 3 MAJA W STRACHOSŁAWIU",6,603,603062,104165,,LUBELSKIE,chełmski,Kamień,,76B,,chełmski  76B ,22-113,825645854,sekretariat@spstrachoslaw.szkolnastrona.pl,,publiczna,Dzieci lub młodzież,IZABELA GŁOWACKA-DŻAMAN,21
478964,"""PUNKT PRZEDSZKOLNY NR 2"" PRZY SZKOLE PODSTAWOWEJ IM. T. KOŚCIUSZKI W KAMIENIU",6,603,603062,104030,,LUBELSKIE,chełmski,Kamień,,55,,chełmski  55 ,22-113,825670112,szkola@spkamien.edu.pl,www.spkamien.edu.pl,publiczna,Dzieci lub młodzież,,20
24527,"""SIELANKOWO"" - PRZEDSZKOLE NIEPUBLICZNE",10,1020,1020045,412910,15648,ŁÓDZKIE,zgierski,Aleksandrów Łódzki,ul. Pańska,15,,zgierski ul. Pańska 15 ,95-071,422996299,biuro@sielankowo.com.pl,www.sielankowo.com.pl,niepubliczna,Dzieci lub młodzież,MAŁGORZATA JASIŃSKA-NOWAK,97
125831,"""SKALA"" NIEPUBLICZNA SZKOŁA PODSTAWOWA  Z ODDZIAŁAMI INTEGRACYJNYMI",6,663,663011,954700,25998,LUBELSKIE,Lublin,Lublin,ul. Zemborzycka,132-136,,Lublin ul. Zemborzycka 132-136 ,20-445,516516620,przedszkole@stonoga.lublin.pl,,niepubliczna,Dzieci lub młodzież,ANNA KUTWA,85
124287,"""SŁONECZKO"" CENTRUM EDUKACJI I ZABAWY",2,220,220034,987383,28900,DOLNOŚLĄSKIE,trzebnicki,Trzebnica,ul. ks. Dziekana Wawrzyńca Bochenka,26,,trzebnicki ul. ks. Dziekana Wawrzyńca Bochenka 26 ,55-100,503912694,info@sloneczkotrzebnica.pl,,niepubliczna,Dzieci lub młodzież,ALEKSANDRA KABAT-BARAN,38
484617,"""SŁONECZKO"" NIEPUBLICZNE PRZEDSZKOLE MAGDALENA CHAMSKA",22,2204,2204052,170110,37972,POMORSKIE,gdański,Przywidz,ul. Egiertowska,6,,gdański ul. Egiertowska 6 ,83-047,606710442,,,niepubliczna,Dzieci lub młodzież,MAGDALENA CHAMSKA,2
3104,"""SŁONECZKO"" PRZEDSZKOLE NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI",4,407,407011,928989,10493,KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,ul. Janusza Kusocińskiego,11,,inowrocławski ul. Janusza Kusocińskiego 11 ,88-100,523578130,dyrektor@przedszkole4sloneczko.pl,,publiczna,Dzieci lub młodzież,WIOLETTA WUDNIAK,343
15294,"""SŁONECZNA KRAINA"" PRYWATNE PRZEDSZKOLE",18,1862,1862011,971672,11937,PODKARPACKIE,Przemyśl,Przemyśl,ul. 3 Maja,23a,,Przemyśl ul. 3 Maja 23a ,37-700,729967152,przemysl.slonecznakraina@gmail.com,,niepubliczna,Dzieci lub młodzież,BEATA SAS,11
276344,"""SŁONECZNE PRZEDSZKOLE"" NIEPUBLICZNE PRZEDSZKOLE",22,2215,2215072,166930,20695,POMORSKIE,wejherowski,Luzino,ul. Spółdzielców,2,,wejherowski ul. Spółdzielców 2 ,84-242,587361003,info@sloneczneprzedszkole.com.pl,www.sloneczneprzedszkole.com,niepubliczna,Dzieci lub młodzież,,40
481127,"""SLOT ACADEMY PRZEDSZKOLE",22,2262,2262011,934100,18322,POMORSKIE,Gdynia,Gdynia,ul. Radosna,10,,Gdynia ul. Radosna 10 ,81-578,661280259,kontakt@slot.edu.pl,,niepubliczna,Dzieci lub młodzież,MAŁGORZATA SZULC,84
479099,"""STRAŻNICY LASU"" DOMOWO-LEŚNE NIEPUBLICZNE PRZEDSZKOLE MONTESSORI",12,1203,1203034,938982,1843,MAŁOPOLSKIE,chrzanowski,Chrzanów,ul. Borowcowa,37A,,chrzanowski ul. Borowcowa 37A ,32-500,695097290,kontakt@straznicylasu.pl,www.straznicylasu.pl,niepubliczna,Dzieci lub młodzież,MAGDALENA JĘDRUSZKO,20
23854,"""STRUMIENIE"" LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA STERNIK",14,1417,1417011,920404,11937,MAZOWIECKIE,otwocki,Józefów,ul. 3 Maja,129,,otwocki ul. 3 Maja 129 ,05-420,223980810,szkola.strumienie@sternik.edu.pl,www.sternik.edu.pl,niepubliczna,Dzieci lub młodzież,EWA KORBA,111
31907,"""STRUMIENIE"" PRZEDSZKOLE STOWARZYSZENIA ""STERNIK""",14,1465,1465148,988840,11243,MAZOWIECKIE,Warszawa,Wawer,ul. Lokalna,51,,Warszawa ul. Lokalna 51 ,04-903,228725022,szkola.zagle@sternik.edu.pl,zagle.sternik.edu.pl,niepubliczna,Dzieci lub młodzież,DARIUSZ JUSTYNIARSKI,54
69787,"""STRUMIENIE"" SZKOŁA PODSTAWOWA STOWARZYSZENIA STERNIK",14,1417,1417011,920404,11937,MAZOWIECKIE,otwocki,Józefów,ul. 3 Maja,129,,otwocki ul. 3 Maja 129 ,05-420,223980810,szkola.strumienie@sternik.edu.pl,www.sternik.edu.pl,niepubliczna,Dzieci lub młodzież,,419
276371,"""SUNNY BUDDIES"" DWUJĘZYCZNE PRZEDSZKOLE NIEPUBLICZNE",12,1261,1261059,951327,3435,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Czerwonego Prądnika,8,"U2, U3","Kraków ul. Czerwonego Prądnika 8 U2, U3",31-431,884700401,hello@sunnybuddies.pl,sunnybuddies.pl,niepubliczna,Dzieci lub młodzież,BEATA WRÓBEL,68
9837,"""ŚWIAT UCZNIA"" PRYWATNA SZKOŁA PODSTAWOWA W BIAŁYMSTOKU",20,2061,2061011,922410,6637,PODLASKIE,Białystok,Białystok,ul. Hetmańska,8,,Białystok ul. Hetmańska 8 ,15-727,663001150,pspnwsp@gmail.com,www.pspswiatucznia.pl,niepubliczna,Dzieci lub młodzież,ADAM JAKONIUK,154
129265,"""SZKOŁA Z PASJĄ"" NIEPUBLICZNA SZKOŁA PODSTAWOWA",32,3262,3262011,977976,1915,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. św. Jana Bosko,1,,Szczecin ul. św. Jana Bosko 1 ,71-125,505864674,szkolazpasjaszczecin@gmail.com,www.szkolazpasja.szczecin.pl,niepubliczna,Dzieci lub młodzież,KAROLINA ZAWADZKA,104
272505,"""TĘCZA"" NIEPUBLICZNE PRZEDSZKOLE",12,1210,1210102,447847,,MAŁOPOLSKIE,nowosądecki,Łososina Dolna,,25,,nowosądecki  25 ,33-314,884328777,tecza.filia@interia.pl,,niepubliczna,Dzieci lub młodzież,AGNIESZKA BUGAJSKA,47
118704,"""TĘCZOWA KRAINA"" NIEPUBLICZNE PRZEDSZKOLE",18,1803,1803042,818700,,PODKARPACKIE,dębicki,Dębica,,160,,dębicki  160 ,39-200,146822064,teczowakraina@op.pl,https://www.facebook.com/teczowakraina.pustynia/,niepubliczna,Dzieci lub młodzież,ANETA CZARNOTA,22
483005,"""TĘCZOWA ÓSEMKA"" NIEPUBLICZNY PUNKT PRZEDSZKOLNY",24,2473,2473011,942765,17069,ŚLĄSKIE,Rybnik,Rybnik,os. Południe,17B,,Rybnik os. Południe 17B ,44-253,661939373,chojnacka.asiula@gmail.com,,niepubliczna,Dzieci lub młodzież,JOANNA CHOJNACKA,7
29268,"""TĘCZOWE PRZEDSZKOLE"" PUBLICZNE PRZEDSZKOLE NR 2 W ZDUŃSKIEJ WOLI",10,1019,1019011,976675,5471,ŁÓDZKIE,zduńskowolski,Zduńska Wola,ul. Getta Żydowskiego,17A,,zduńskowolski ul. Getta Żydowskiego 17A ,98-220,438236741,pp2zdwola@wikom.pl,www.pp2zdwola.wikom.pl,publiczna,Dzieci lub młodzież,DOROTA MICHALSKA - HUNCK,150
129910,"""TĘCZOWY ZAKĄTEK"" MARCIN ZIÓŁKOWSKI",2,223,223092,884849,17226,DOLNOŚLĄSKIE,wrocławski,Żórawina,ul. Porzeczkowa,4,,wrocławski ul. Porzeczkowa 4 ,55-020,600938060,teczowyzakatek@eprzedszkole.com,www.teczowyzakatek.eprzedszkole.com,niepubliczna,Dzieci lub młodzież,MARCIN ZIÓŁKOWSKI,42
80412,"""THE CHERRIES II"" PRZEDSZKOLE ANGLOJĘZYCZNE",4,463,463011,982724,19216,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Ludwika Rydygiera,12a,,Toruń ul. Ludwika Rydygiera 12a ,87-100,530510555,kontakt@przedszkolewisienki.pl,www.przedszkolewisienki.pl,niepubliczna,Dzieci lub młodzież,MARTYNA WIŚNIEWSKA,37
131694,"""THE CHERRIES"" PRZEDSZKOLE ANGLOJĘZYCZNE",4,463,463011,982724,2498,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Bydgoska,90,1,Toruń ul. Bydgoska 90 1,87-100,530510555,,www.przedszkolewisienki.pl,niepubliczna,Dzieci lub młodzież,MARTYNA WIŚNIEWSKA,25
104084,"""THE ENGLISH PLAYHOUSE"" PRZEDSZKOLE NIEPUBLICZNE",14,1465,1465168,988856,21687,MAZOWIECKIE,Warszawa,Wilanów,ul. Syta,78,,Warszawa ul. Syta 78 ,02-993,228439370,office@theenglishplayhouse.com,,niepubliczna,Dzieci lub młodzież,AGNIESZKA WESTON,19
64978,"""TRUSKAWKOWE PRZEDSZKOLE""",14,1405,1405011,921020,23682,MAZOWIECKIE,grodziski,Milanówek,ul. Warszawska,52,,grodziski ul. Warszawska 52 ,05-822,607334745,agnieszka_m2@op.pl,,niepubliczna,Dzieci lub młodzież,,10
478091,"""UNIWERSYTET PRZEDSZKOLAKA"" BEATA GRZYMKIEWICZ",2,211,211011,954142,17011,DOLNOŚLĄSKIE,lubiński,Lubin,ul. Polna,20,,lubiński ul. Polna 20 ,59-300,603300330,uniwersytetprzedszkolaka1@gmail.com,,niepubliczna,Dzieci lub młodzież,BEATA GRZYMKIEWICZ,29
90510,"""W STUMILOWYM LESIE""",14,1412,1412045,669335,,MAZOWIECKIE,miński,Cegłów,,21,,miński  21 ,05-319,257570180,pspwiciejow@wp.pl,,niepubliczna,Dzieci lub młodzież,,14
83323,"""WILANOWSKIE PRZEDSZKOLE""",14,1465,1465168,988856,19532,MAZOWIECKIE,Warszawa,Wilanów,ul. Sarmacka,1A,2,Warszawa ul. Sarmacka 1A 2,02-972,781303401,biuro@przedszkolewilanowskie.pl,przedszkolewilanowskie.pl,niepubliczna,Dzieci lub młodzież,RENATA SZAŁKIEWICZ,19
80253,"""WONDERFUL YEARS SCHOOL"" PRYWATNA SZKOŁA PODSTAWOWA",14,1465,1465078,918838,4738,MAZOWIECKIE,Warszawa,Praga-Południe,ul. Egipska,7,,Warszawa ul. Egipska 7 ,03-979,226720807,edukacjawys@op.pl,www.wonderfulyearsschool.pl,niepubliczna,Dzieci lub młodzież,ANNA KÜNSTLE,110
480121,"""ZACZAROWANA KRAINA""",30,3021,3021094,970922,9881,WIELKOPOLSKIE,poznański,Kórnik,ul. Jakuba Krauthofera,9a,,poznański ul. Jakuba Krauthofera 9a ,62-035,510964090,zaczarowana@edukids.com.pl,zaczarowanakraina.pl,niepubliczna,Dzieci lub młodzież,KATARZYNA BUDA-MACIEJEWSKA,38
127112,"""ZACZAROWANA WYSPA""",14,1434,1434041,921970,20100,MAZOWIECKIE,wołomiński,Zielonka,ul. ks. Ignacego Skorupki,5a,,wołomiński ul. ks. Ignacego Skorupki 5a ,05-220,603853053,kontakt@zaczarowana-wyspa.edu.pl,www.zaczarowana-wyspa.edu.pl,niepubliczna,Dzieci lub młodzież,OSKAR MARCINIUK,25
273805,"""ZACZAROWANY OGRÓD MONTESSORI"" NIEPUBLICZNE PRZEDSZKOLE ZDZISŁAWA NYK",26,2602,2602024,947030,4493,ŚWIĘTOKRZYSKIE,jędrzejowski,Jędrzejów,ul. Adolfa Dygasińskiego,126,,jędrzejowski ul. Adolfa Dygasińskiego 126 ,28-300,510220070,kontakt@przedszkolejedrzejow.pl,http://przedszkolejedrzejow.pl/,niepubliczna,Dzieci lub młodzież,ZDZISŁAWA NYK,50
85127,"""ŻAGLE"" LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA STERNIK",14,1465,1465148,988840,17409,MAZOWIECKIE,Warszawa,Wawer,ul. Mieczysława Pożaryskiego,28,,Warszawa ul. Mieczysława Pożaryskiego 28 ,04-703,228159031,szkola.zagle@sternik.edu.pl,zagle.sternik.edu.pl,niepubliczna,Dzieci lub młodzież,DARIUSZ JUSTYNIARSKI,145
52988,"""ŻAGLE"" SZKOŁA PODSTAWOWA STOWARZYSZENIA STERNIK",14,1465,1465148,988840,17409,MAZOWIECKIE,Warszawa,Wawer,ul. Mieczysława Pożaryskiego,28,,Warszawa ul. Mieczysława Pożaryskiego 28 ,04-703,228725022,szkola.zagle@sternik.edu.pl,zagle.sternik.edu.pl,niepubliczna,Dzieci lub młodzież,DARIUSZ JUSTYNIARSKI,437
70463,"""ZAMECZEK"" NIEPUBLICZNE PRZEDSZKOLE AKTYWNOŚCI TWÓRCZEJ MONTESSORI W SIEDLCACH",14,1464,1464011,975173,6009,MAZOWIECKIE,Siedlce,Siedlce,ul. Grabianowska,50,,Siedlce ul. Grabianowska 50 ,08-110,600247476,zameczek50@wp.pl,www.przedszkolezameczek.pl,niepubliczna,Dzieci lub młodzież,MARIA DRÓŻDŻ,103
85151,"""ZIELONA ŁĄCZKA"" - NIEPUBLICZNE PRZEDSZKOLE",14,1403,1403011,975285,17011,MAZOWIECKIE,garwoliński,Garwolin,ul. Polna,59B,,garwoliński ul. Polna 59B ,08-400,512245625,przedszkolegarwolin@wp.pl,,niepubliczna,Dzieci lub młodzież,BERNADETA MARASZEK,52
264435,"""ŹRÓDŁO MONTESSORI"" PRZEDSZKOLE NIEPUBLICZNE",2,223,223052,875603,157,DOLNOŚLĄSKIE,wrocławski,Kobierzyce,ul. Akacjowa,4,o,wrocławski ul. Akacjowa 4 o,55-040,696649243,czekoladowa@klubkrasnoludka.pl,,niepubliczna,Dzieci lub młodzież,ANNA KURIATA,57
58205,„BAJKA” PRZEDSZKOLE NR 2,22,2215,2215021,934694,9546,POMORSKIE,wejherowski,Rumia,ul. Kościelna,8,,wejherowski ul. Kościelna 8 ,84-230,586710448,bajka@rumia.edu.pl,bajkarumia.pl,publiczna,Dzieci lub młodzież,PATRYCJA MIELEWCZYK,76
23563,„ISKIERKA” PRZEDSZKOLE NIEPUBLICZNE W RUMI,22,2215,2215021,934694,4007,POMORSKIE,wejherowski,Rumia,ul. Dokerów,5,,wejherowski ul. Dokerów 5 ,84-230,586719334,iskierka@internetdsl.pl,iskierka.rumia.pl,niepubliczna,Dzieci lub młodzież,EWA GODŁOWSKA -FORNALCZYK,91
41385,„MAŁA SZKOŁA” PUBLICZNA SZKOŁA PODSTAWOWA W RUDNIKU,26,2611,2611022,231290,15388,ŚWIĘTOKRZYSKIE,starachowicki,Brody,ul. Ostrowiecka,42,,starachowicki ul. Ostrowiecka 42 ,27-230,660816418,bo.ka@wp.pl,,publiczna,Dzieci lub młodzież,BOŻENA KANIA,22
5656,"„PRZEDSZKOLE LEŚNE SKRZATY "" W BOBOLICACH",32,3209,3209034,949804,21970,ZACHODNIOPOMORSKIE,koszaliński,Bobolice,ul. Szkolna,1,,koszaliński ul. Szkolna 1 ,76-020,730535130,przedszkole@bobolice.pl,przedszkolebobolice.edupage.org,publiczna,Dzieci lub młodzież,NATALIA ŻWIRBLA,188
68463,„SŁONECZNA JEDYNKA” PRZEDSZKOLE NR 1,22,2215,2215021,934694,18723,POMORSKIE,wejherowski,Rumia,ul. Rodziewiczówny,4,,wejherowski ul. Rodziewiczówny 4 ,84-230,586710568,sloneczna1@rumia.edu.pl,https://samorzad.gov.pl/web/przedszkole-nr1-rumia,publiczna,Dzieci lub młodzież,GRAŻYNA KACPERCZYK,50
14714,„ZIELONY KROKODYL” NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE,26,2607,2607011,947308,3422,ŚWIĘTOKRZYSKIE,ostrowiecki,Ostrowiec Świętokrzyski,ul. Sławomira Czerwińskiego,3,,ostrowiecki ul. Sławomira Czerwińskiego 3 ,27-400,790470414,emilia.mrugala@interia.pl,www.zielony-krokodyl.pl,niepubliczna,Dzieci lub młodzież,EMILIA MRUGAŁA,39
119677,ꜟCORDERITOSꜝ- PUNKT PRZEDSZKOLNY I OPIEKI DZIENNEJ,22,2262,2262011,934100,24806,POMORSKIE,Gdynia,Gdynia,ul. Wrocławska,100,C,Gdynia ul. Wrocławska 100 C,81-530,727673767,info@corderitos.pl,https://www.corderitos.pl/,niepubliczna,Dzieci lub młodzież,EWA KOSMOWSKA,6
124470,1. NIEPUBLICZNA SZKOŁA PODSTAWOWA NEO MONTESSORI SCHOOL W MYŚLENICACH,12,1209,1209034,951617,22411,MAŁOPOLSKIE,myślenicki,Myślenice,ul. Andrzeja Średniawskiego,27,,myślenicki ul. Andrzeja Średniawskiego 27 ,32-400,690950022,montessori@neoschool.pl,www.podstawowa.neoschool.pl,niepubliczna,Dzieci lub młodzież,ANNA GAĆ,91
27005,2 SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MIĘDZYNARODOWYMI IM. PAWŁA JASIENICY SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,14,1465,1465108,919810,14495,MAZOWIECKIE,Warszawa,Śródmieście,ul. Nowowiejska,5,,Warszawa ul. Nowowiejska 5 ,00-643,228251199,info@2slo.waw.pl,,niepubliczna,Dzieci lub młodzież,ANNA SOBALA-ZBROSZCZYK,448
27999,21 SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. JERZEGO GROTOWSKIEGO,14,1465,1465108,919810,37675,MAZOWIECKIE,Warszawa,Śródmieście,al. Aleja Jana Pawła II,36c,,Warszawa al. Aleja Jana Pawła II 36c ,00-141,226543535,21slo@21slo.edu.pl,www.21slo.edu.pl,niepubliczna,Dzieci lub młodzież,WŁODZIMIERZ TABORYSKI,90
480591,3MUNDOS PRZEDSZKOLE,22,2204,2204042,169302,11596,POMORSKIE,gdański,Pruszcz Gdański,ul. Łąkowa,1,,gdański ul. Łąkowa 1 ,83-021,602432227,biuro@3mundos.pl,www.3mundos.pl,niepubliczna,Dzieci lub młodzież,MARTA KOŁODZIEJCZAK,93
131659,AACADEMY NIEPUBLICZNA SPECJALNA SZKOŁA PODSTAWOWA,24,2469,2469011,937474,26102,ŚLĄSKIE,Katowice,Katowice,ul. Zielonogórska,1,,Katowice ul. Zielonogórska 1 ,40-710,601290441,a.nowinska@terapiairozwoj.com,,niepubliczna,Dzieci lub młodzież,AGNIESZKA NOWIŃSKA,74
131649,AACADEMY NIEPUBLICZNE PRZEDSZKOLE SPECJALNE,24,2469,2469011,937474,26102,ŚLĄSKIE,Katowice,Katowice,ul. Zielonogórska,1,,Katowice ul. Zielonogórska 1 ,40-710,601290441,a.nowinska@terapiairozwoj.com,,niepubliczna,Dzieci lub młodzież,AGNIESZKA NOWIŃSKA,18
29475,ABC 123 MAŁE PRZEDSZKOLE,10,1061,1061069,958453,34797,ŁÓDZKIE,Łódź,Łódź-Widzew,ul. Mariana Cynarskiego,9,,Łódź ul. Mariana Cynarskiego 9 ,92-447,698649489,pabc123z@gmail.com,www.przedszkole-zakladowa.pl,niepubliczna,Dzieci lub młodzież,ANNA ARKUSZEWSKA,37
49671,ABC AKADEMIA PRZEDSZKOLAKA NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE,28,2805,2805011,977670,22659,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,ul. Targowa,18,20,ełcki ul. Targowa 18 20,19-300,603526098,PRZEDSZKOLEPOTAPCZYK@GMAIL.COM,www.potapczyk.pl,niepubliczna,Dzieci lub młodzież,Elżbieta Potapczyk,15
128899,ABC MONTESSORI EDUCATION,14,1418,1418025,3665,11139,MAZOWIECKIE,piaseczyński,Konstancin-Jeziorna,ul. Lipowa,20G,,piaseczyński ul. Lipowa 20G ,05-520,602430160,abc@abcmontessori.pl,,niepubliczna,Dzieci lub młodzież,KAROLINA SKOWROŃSKA,23
263633,ABC-DWUJĘZYCZNE PRZEDSZKOLE ARTYSTYCZNE,26,2661,2661011,945930,25356,ŚWIĘTOKRZYSKIE,Kielce,Kielce,ul. Zagnańska,78,,Kielce ul. Zagnańska 78 ,25-528,733855655,abckielce@onet.pl,,niepubliczna,Dzieci lub młodzież,WIOLETTA ZDEB,73
84924,ACADEMY INTERNATIONAL CENTRUM,14,1465,1465188,919884,9934,MAZOWIECKIE,Warszawa,Wola,ul. Krochmalna,3,,Warszawa ul. Krochmalna 3 ,00-864,515000029,centrum@academyinternational.pl,,niepubliczna,Dzieci lub młodzież,Anna Zięba,56
53017,ACADEMY INTERNATIONAL KAROLKOWA 49 NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI NR 81,14,1465,1465188,919884,8090,MAZOWIECKIE,Warszawa,Wola,ul. Karolkowa,49,,Warszawa ul. Karolkowa 49 ,01-203,515000025,szkola@academyinternational.pl,www.academyinternational.pl,niepubliczna,Dzieci lub młodzież,Katarzyna Goryluk-Gierszewska,165
269062,ACADEMY INTERNATIONAL WAWER NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI,14,1465,1465148,988840,6226,MAZOWIECKIE,Warszawa,Wawer,ul. 27 Grudnia,52,,Warszawa ul. 27 Grudnia 52 ,04-655,503756717,dyrektor.wawer@academyinternational.pl,www.academyinternational.pl,niepubliczna,Dzieci lub młodzież,MARTYNA KARBOWIAK,199
84928,ACADEMY INTERNATIONAL WILANÓW,14,1465,1465168,988856,41242,MAZOWIECKIE,Warszawa,Wilanów,ul. Adama Branickiego,15,,Warszawa ul. Adama Branickiego 15 ,02-972,453400060,dyrektor.wilanow@academyinternational.pl,,niepubliczna,Dzieci lub młodzież,MONIKA KUNC,22
84925,ACADEMY INTERNATIONAL ŻOLIBORZ,14,1465,1465198,920048,17149,MAZOWIECKIE,Warszawa,Żoliborz,ul. ks. Jerzego Popiełuszki,16,,Warszawa ul. ks. Jerzego Popiełuszki 16 ,01-590,453400070,zoliborz@przedszkola.pl,,niepubliczna,Dzieci lub młodzież,PATRYCJA MROCZEK-ÇOBAN,31
264196,ACCADEMIA DEI PICCOLI,14,1465,1465138,988833,26839,MAZOWIECKIE,Warszawa,Ursynów,ul. Ekologiczna,4,,Warszawa ul. Ekologiczna 4 ,02-798,606125126,kontakt@piccoli.pl,,niepubliczna,Dzieci lub młodzież,GRZEGORZ STĘPIEŃ,36
127579,AKACJOWE PRZEDSZKOLE NIEPUBLICZNE PRZEDSZKOLE WE WRÓBLOWICACH,2,218,218035,877542,157,DOLNOŚLĄSKIE,średzki,Miękinia,ul. Akacjowa,5,,średzki ul. Akacjowa 5 ,55-330,600032104,pmatkowska@gmail.com,,niepubliczna,Dzieci lub młodzież,PAULINA MATKOWSKA-SAPIEJA,55
8186,AKADEMIA DZIECI CIEKAWYCH ŚWIATA NIEPUBLICZNE PRZEDSZKOLE W SUWAŁKACH,20,2063,2063011,977456,13115,PODLASKIE,Suwałki,Suwałki,ul. Emila Młynarskiego,2,,Suwałki ul. Emila Młynarskiego 2 ,16-400,502383841,sekretariat@akademiadcs.edu.pl,www.akademiadcs.pl,niepubliczna,Dzieci lub młodzież,Krystyna Ryszkiewicz,11
124652,AKADEMIA EDUKACJI MONTESSORI,30,3064,3064059,970224,11889,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,ul. Madziarska,1,,Poznań ul. Madziarska 1 ,61-615,507065147,monikahellmann@wp.pl,,niepubliczna,Dzieci lub młodzież,PATRYCJA ŻAK,35
264358,"AKADEMIA EDUKACJI MONTESSORI ""MAŁPI GAJ"" PRZEDSZKOLE SPECJALNE",30,3015,3015044,971175,25028,WIELKOPOLSKIE,nowotomyski,Nowy Tomyśl,ul. Wypoczynkowa,44A,,nowotomyski ul. Wypoczynkowa 44A ,64-300,518629698,przedszkolespecjalnent@wp.pl,www.specjalne-nt.pl,niepubliczna,Dzieci lub młodzież,PAULINA CZARNOWSKA,17
130142,AKADEMIA EDUKACJI MONTESSORI MAŁPI GAJ PRZEDSZKOLE SPECJALNE,30,3064,3064059,970224,4176,WIELKOPOLSKIE,Poznań,Poznań-Stare Miasto,ul. Drewlańska,10,,Poznań ul. Drewlańska 10 ,61-614,577120776,przedszkolespecjalnepoznan@wp.pl,,niepubliczna,Dzieci lub młodzież,ANNA KOPCZYŃSKA,19
3257,AKADEMIA KRASNOLUDKÓW PRZEDSZKOLE MIEJSKIE NR 40,24,2462,2462011,938670,15205,ŚLĄSKIE,Bytom,Bytom,ul. Orzegowska,18a,,Bytom ul. Orzegowska 18a ,41-907,328101394,pm40@pm40.edu.bytom.pl,http://pm40.edu.bytom.pl,publiczna,Dzieci lub młodzież,Dorota Czura,103
264680,AKADEMIA KREATYWNA MONTESSORI DWUJĘZYCZNE PRZEDSZKOLE CHRZEŚCIJAŃSKIE,2,264,264049,986745,21628,DOLNOŚLĄSKIE,Wrocław,Wrocław-Psie Pole,ul. Swojczycka,105,,Wrocław ul. Swojczycka 105 ,51-502,694301595,bmmarczak@gmail.com,,niepubliczna,Dzieci lub młodzież,BEATA MARCZAK,18
68662,AKADEMIA KREATYWNOŚCI NIEPUBLICZNE PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI,26,2661,2661011,945930,14914,ŚWIĘTOKRZYSKIE,Kielce,Kielce,ul. Stefana Okrzei,47/51,,Kielce ul. Stefana Okrzei 47/51 ,25-526,413444433,rysiek@rajurwisa.pl,www.akademiakreatywnosci.pl,niepubliczna,Dzieci lub młodzież,RYSZARD SZOSTAK,51
124809,AKADEMIA MAŁEGO CZŁOWIEKA,22,2211,2211052,164167,5441,POMORSKIE,pucki,Kosakowo,ul. Gdyńska,25,,pucki ul. Gdyńska 25 ,81-198,608316144,akademia.mosty@gmail.com,akademiamalegoczlowieka.pl,niepubliczna,Dzieci lub młodzież,MARTA KARSZNIA,13
79075,"AKADEMIA MAŁEGO PRZEDSZKOLAKA ""PLASTUŚ""",10,1063,1063011,976942,20068,ŁÓDZKIE,Skierniewice,Skierniewice,ul. Marii Skłodowskiej-Curie,68,,Skierniewice ul. Marii Skłodowskiej-Curie 68 ,96-100,600806787,kontakt@plastus.nazwa.pl,,niepubliczna,Dzieci lub młodzież,Zuzanna Krokowska,139
